FULL NAME,TEAM,POS,AGE,GP,MPG,MIN%,USG%,TO%,FTA,FT%,2PA,2P%,3PA,3P%,TS%,PPG,RPG,TRB%,APG,AST%,VI,SPG,BPG
Al Jefferson,Uta,C,26,82,35.5,73.2,24.4,0.068,289,0.761,1319,0.496,0,0,0.528,18.6,9.7,16.5,1.8,9.4,7.7,0.56,1.87
Amir Johnson,Tor,PF,23,72,25.5,52.9,15.5,0.109,160,0.788,494,0.569,1,0,0.608,9.6,6.4,14.8,1.1,6.9,6.4,0.74,1.22
Andrei Kirilenko,Uta,SF,29,64,31.1,63.9,17.9,0.15,270,0.77,444,0.489,98,0.367,0.567,11.7,5.1,9.9,3,15,7.2,1.27,1.19
Acie Law,Gol,PG,25,40,15.6,32.1,15.8,0.147,54,0.759,137,0.526,30,0.2,0.532,5.1,1.3,4.7,1.8,16.1,5.9,0.7,0
Antonio McDyess,San,PF,36,73,18.8,38.9,15.1,0.162,77,0.675,343,0.493,1,0,0.516,5.3,5.4,16.8,1.2,9.1,6.9,0.49,0.53
Andre Miller,Por,PG,34,81,32.5,67.3,20.8,0.168,292,0.853,807,0.476,37,0.108,0.529,12.7,3.7,7,7,36,8.5,1.4,0.14
Anthony Morrow,Njn,SG,25,58,31.8,64.8,18.1,0.075,107,0.897,360,0.469,260,0.423,0.573,13.2,3,5.5,1.2,6.4,4.6,0.31,0.12
Andres Nocioni,Phi,SF,31,54,17,34.8,17.6,0.134,61,0.803,159,0.478,118,0.356,0.538,6.1,3.1,10.6,0.8,7.5,5.8,0.26,0.28
Anthony Parker,Cle,SG,35,72,28.9,59.9,14.7,0.119,93,0.774,325,0.412,227,0.379,0.504,8.3,3,6,3,16.8,5.8,0.93,0.14
A.J. Price,Ind,PG,24,50,15.7,32.4,23,0.13,81,0.667,171,0.427,149,0.275,0.454,6.5,1.4,5.1,2.2,23,6.9,0.58,0.02
Anthony Randolph,Min,PF,21,23,19.9,40.7,27.4,0.146,74,0.703,219,0.498,0,0,0.537,11.7,5.2,14.5,1.2,10.9,8.4,0.78,0.7
Amare Stoudemire,Nyk,PF,28,78,36.6,75.8,31.1,0.125,597,0.792,1459,0.503,24,0.417,0.565,25.3,8.2,12.7,2.6,13.3,8.9,0.91,1.91
Al Thornton,Gol,SF,27,22,14.1,28.6,19.8,0.143,35,0.829,103,0.495,1,0,0.549,6,2.6,10.4,0.5,5.4,5.6,0.32,0.14
Al Thornton,Was,SF,27,49,21.6,44.1,17.4,0.105,107,0.757,302,0.497,25,0.16,0.525,8,3.2,8.4,1,7.8,5.5,0.57,0.18
Anthony Tolliver,Min,C,25,65,20.8,43,13.2,0.117,131,0.802,198,0.475,115,0.409,0.585,6.7,4.5,12.1,1.2,8.9,6.4,0.45,0.43
Anderson Varejao,Cle,C,28,31,31.9,65.8,13.4,0.137,81,0.667,214,0.533,2,0,0.56,9.1,9.7,17.5,1.5,7.4,6.4,0.87,1.23
Brandon Bass,Orl,PF,25,76,25.9,53.4,19.9,0.115,233,0.815,643,0.516,2,0,0.571,11.2,5.6,12.6,0.8,5,5.7,0.36,0.68
Brian Cardinal,Dal,C,33,56,10.9,22.6,9.7,0.135,18,0.944,13,0.077,88,0.477,0.666,2.6,1.1,5.7,0.7,9.3,4.6,0.43,0.13
Brian Cook,Lac,PF,29,40,11,22.5,20.9,0.122,24,0.625,91,0.418,79,0.43,0.534,4.8,2.4,12.8,0.4,5.7,6.1,0.3,0.28
Baron Davis,Cle,PG,31,15,25.2,51.4,27.5,0.17,27,0.815,91,0.429,87,0.414,0.548,13.9,2.4,5.5,6.1,45.8,9.3,1.07,0.4
Baron Davis,Lac,PG,31,43,29.3,60.1,23.6,0.16,104,0.76,363,0.466,152,0.296,0.492,12.8,2.8,5.6,7,40.4,8.6,1.44,0.51
Boris Diaw,Cha,PF,28,82,33.7,69.8,16.9,0.167,123,0.683,549,0.554,226,0.345,0.558,11.3,5,9.1,4.1,20.8,7.3,0.9,0.55
Ben Gordon,Det,SG,27,82,25.8,53.2,21.6,0.145,160,0.85,504,0.46,266,0.402,0.548,11.2,2.4,5.6,2.1,13.3,5.9,0.59,0.2
Blake Griffin,Lac,PF,21,82,37.8,78,27.4,0.117,695,0.642,1352,0.51,24,0.292,0.549,22.5,12.1,18.7,3.8,18.8,10.7,0.77,0.55
Brendan Haywood,Dal,C,31,72,18.3,38,12.5,0.145,177,0.362,222,0.577,1,0,0.532,4.4,5.2,16.7,0.3,2.1,4.2,0.22,1.03
Brandon Jennings,Mil,PG,21,63,34.2,70.6,25.6,0.124,246,0.809,623,0.422,303,0.323,0.493,16.2,3.7,6.3,4.8,26.1,7.7,1.51,0.33
Brook Lopez,Njn,C,22,82,35,71.8,27.5,0.103,489,0.787,1309,0.493,1,0,0.549,20.4,6,10,1.6,8.9,6.6,0.59,1.48
Brad Miller,Hou,C,34,60,16.7,34.3,17.2,0.138,94,0.83,189,0.487,107,0.374,0.566,6.4,3.7,12.5,2.4,21.7,9.2,0.47,0.35
Brandon Roy,Por,SG,26,47,27.7,57,23,0.086,138,0.848,409,0.418,114,0.333,0.491,12.2,2.6,5.7,2.7,17,6.4,0.79,0.26
Brandon Rush,Ind,SG,25,67,26,53.8,16,0.109,106,0.755,292,0.425,223,0.417,0.54,9.1,3.2,6.9,0.9,5.6,4.6,0.61,0.52
Beno Udrih,Sac,PG,28,79,34.4,71,17,0.132,228,0.864,642,0.54,182,0.357,0.587,13.7,3.4,5.6,4.9,22.3,7.1,1.19,0.11
Ben Uzoh,Njn,PG,22,42,10.2,20.6,20.9,0.13,56,0.589,135,0.422,8,0.375,0.465,3.7,1.5,8.4,1.6,27.4,8.1,0.31,0.19
Bill Walker,Nyk,SG,23,61,12.7,26.2,16.8,0.127,44,0.705,83,0.542,153,0.386,0.583,4.9,2,9,0.6,6.7,5.7,0.34,0.1
Ben Wallace,Det,C,36,54,22.8,46.7,8.3,0.202,57,0.333,147,0.449,2,0.5,0.442,2.9,6.5,17.4,1.3,8.2,5.1,1,1
Brandon Wright,Njn,PF,23,16,11.3,21.7,16.8,0.061,17,0.824,54,0.407,0,0,0.472,3.6,3,15.7,0.4,6.4,5.8,0.5,0.44
Chris Andersen,Den,C,32,45,16.1,33.5,13.6,0.113,135,0.637,136,0.603,1,0,0.636,5.6,4.9,17.4,0.4,4,5.5,0.51,1.29
Carmelo Anthony,Den,SF,26,50,35.3,73.3,32.7,0.11,417,0.823,841,0.47,126,0.333,0.547,25.2,7.6,12.5,2.8,14.4,9.2,0.86,0.6
Carmelo Anthony,Nyk,SF,26,27,36,73.9,31.2,0.094,188,0.872,411,0.472,125,0.424,0.575,26.3,6.7,10.6,3,15.4,9,0.93,0.56
Carlos Arroyo,Bos,PG,31,15,12.5,25.4,14.6,0.297,12,0.917,30,0.267,5,0.6,0.447,2.4,1.5,7.5,1.7,18.8,5.9,0.47,0
Carlos Arroyo,Mia,PG,31,49,20.1,41.5,14.1,0.145,35,0.8,174,0.466,64,0.438,0.541,5.6,1.6,4.8,2,15.5,5.2,0.29,0.04
Chauncey Billups,Den,PG,34,51,32.1,66.7,21.6,0.163,287,0.923,297,0.438,239,0.439,0.634,16.5,2.5,4.4,5.3,25.3,7.5,1.02,0.24
Chauncey Billups,Nyk,PG,34,21,31.4,64.2,24.5,0.132,132,0.902,133,0.474,125,0.328,0.582,17.5,3.1,5.6,5.5,27.7,8.5,0.9,0.1
Carlos Boozer,Chi,PF,29,59,31.7,65.3,27.1,0.135,244,0.701,845,0.51,0,0,0.542,17.5,9.6,17.7,2.5,14.6,9.4,0.76,0.31
Chris Bosh,Mia,PF,26,77,36.1,74.8,23.6,0.098,471,0.815,1031,0.502,25,0.24,0.569,18.7,8.3,13.7,1.9,9,7.4,0.77,0.62
Corey Brewer,Dal,SF,24,13,11.2,23.1,22.3,0.144,19,0.684,38,0.553,13,0.308,0.564,5.2,1.8,9.3,0.9,13.6,7.3,0.85,0.15
Corey Brewer,Min,SF,24,56,24.1,49.9,18.6,0.131,171,0.708,338,0.42,99,0.263,0.471,8.6,2.7,6.2,1.4,8.7,5.3,1.59,0.25
Chase Budinger,Hou,SF,22,78,22.1,45.5,20.1,0.085,138,0.855,382,0.497,274,0.325,0.534,9.8,3.6,9.2,1.6,11.6,6.9,0.53,0.23
Caron Butler,Dal,SF,30,29,29.7,61.7,25.3,0.105,88,0.773,313,0.454,65,0.431,0.523,15,4,7.9,1.6,9.2,6.2,0.97,0.28
Carlos Delfino,Mil,SF,28,49,32.3,66.3,17.9,0.095,75,0.8,229,0.415,284,0.37,0.517,11.5,4.1,7.4,2.3,12.2,5.9,1.55,0.16
Chris D-Roberts,Mil,SF,23,44,19.9,40.8,18.6,0.101,89,0.831,227,0.449,46,0.326,0.517,7.3,2,5.9,1.1,9.9,5.1,0.66,0.3
Chris Duhon,Orl,PG,28,51,15,30.8,12.2,0.303,25,0.56,77,0.468,52,0.25,0.446,2.5,1,4,2.3,22.7,4.8,0.31,0.04
Christian Eyenga,Cle,SG,21,44,21.3,44.1,17.6,0.129,28,0.643,215,0.488,91,0.275,0.476,6.9,2.8,7.5,0.8,6.3,4.7,0.75,0.64
Channing Frye,Pho,C,27,77,32.8,67.2,17,0.077,107,0.832,390,0.479,439,0.39,0.557,12.7,6.7,11.7,1.2,5.7,5.7,0.6,1.03
Chuck Hayes,Hou,PF,27,74,27.9,57.5,13.1,0.142,142,0.662,461,0.529,2,0,0.554,7.9,8.1,16.4,2.7,14.5,8,1.08,0.66
Chris Johnson,Por,C,25,10,10.4,20.6,15.3,0.236,18,0.722,18,0.389,0,0,0.521,2.7,2.7,15.9,0.2,2.8,4.4,0.3,0.6
Chris Kaman,Lac,C,28,32,26,52.9,24.7,0.126,57,0.754,376,0.471,0,0,0.495,12.4,7,15.9,1.4,9.9,7.6,0.5,1.53
Carl Landry,Nor,PF,27,23,25.4,51.6,21.4,0.103,73,0.795,202,0.53,1,0,0.578,11.8,4.1,9.8,0.6,4,4.8,0.43,0.52
Carl Landry,Sac,PF,27,53,26.3,54.1,20.5,0.124,215,0.721,481,0.495,3,0,0.545,11.9,4.8,10.3,0.9,5.8,5.7,0.57,0.38
Courtney Lee,Hou,SF,25,81,21.1,43.5,18,0.098,120,0.792,402,0.453,174,0.408,0.534,8.3,2.6,6.9,1.2,9,5.6,0.72,0.22
Corey Maggette,Mil,SF,31,67,20.7,42.7,28,0.153,325,0.834,481,0.468,78,0.359,0.573,12,3.6,10.1,1.3,11.5,7.4,0.31,0.07
Cartier Martin,Was,SG,25,52,10.2,20.8,17.9,0.074,40,0.7,83,0.386,99,0.394,0.524,4,1.4,8,0.3,5.4,4.7,0.35,0.12
C.J. Miles,Uta,SF,23,78,24.8,51.1,25.6,0.086,196,0.811,560,0.459,338,0.322,0.508,12.8,3.3,8,1.7,12,6.7,0.97,0.5
Chris Paul,Nor,PG,25,80,35.6,73.6,21.3,0.139,384,0.878,745,0.482,184,0.386,0.577,15.9,4.1,7,9.8,46.4,9.7,2.34,0.06
Craig Smith,Lac,PF,26,48,12,24.7,19.4,0.132,68,0.735,183,0.568,5,0,0.592,5.4,2.4,11.9,0.6,9.3,6.6,0.33,0.15
Charlie Villanueva,Det,PF,26,76,21.7,44.8,23.3,0.08,116,0.767,385,0.488,323,0.387,0.553,11.1,3.9,10.9,0.6,5,5.5,0.55,0.55
C.J. Watson,Chi,PG,26,82,13.1,27.1,21.7,0.144,93,0.742,282,0.362,112,0.393,0.466,4.9,1.1,5.1,2.2,27.1,7,0.67,0.13
Chris Wilcox,Det,PF,28,57,17.2,35.4,19.2,0.106,89,0.562,321,0.583,1,0,0.587,7.4,4.8,16.9,0.8,7.6,7.1,0.53,0.3
David Andersen,Tor,C,30,11,13.4,26.9,17.6,0.138,7,1,37,0.541,10,0.3,0.559,5.1,3.1,13.7,0.6,7.4,6.3,0.27,0.27
Darrell Arthur,Mem,PF,22,80,19.9,41,21.9,0.114,134,0.813,618,0.502,6,0,0.534,9.1,4.3,12.8,0.7,5.5,6.1,0.65,0.79
D.J. Augustin,Cha,PG,23,82,33.4,69.2,21.3,0.125,297,0.906,625,0.461,333,0.333,0.541,14.4,2.7,5,6.1,31.3,7.4,0.66,0.04
DeJuan Blair,San,PF,21,81,21.2,44,20.2,0.149,137,0.657,581,0.503,2,0,0.524,8.3,7,19.1,1,7.2,7.3,1.17,0.52
Derrick Brown,Cha,SG,23,41,11.7,24,15.9,0.173,47,0.532,107,0.561,6,0.333,0.565,3.7,2,10.6,0.7,10.2,5.9,0.39,0.2
Darren Collison,Ind,PG,23,79,29.7,61.5,22,0.166,232,0.871,746,0.479,124,0.331,0.534,13.2,2.8,5.3,5.1,29.2,7.7,1.1,0.18
Daequan Cook,Okc,SG,23,43,13.7,27.7,15.9,0.082,20,0.8,27,0.519,154,0.422,0.63,5.6,1.7,7.1,0.5,5.4,4.9,0.33,0.02
DeMarcus Cousins,Sac,PF,20,81,28.3,58.5,27.4,0.185,402,0.687,988,0.435,18,0.167,0.484,14.1,8.6,17.4,2.5,14.9,9.5,1.05,0.84
Dante Cunningham,Cha,SF,23,22,23.9,48.6,18.5,0.087,17,0.765,172,0.529,9,0.111,0.525,9,4,10.1,0.6,4.5,4.7,0.68,0.5
Dante Cunningham,Por,SF,23,56,19.6,40.4,14.7,0.096,45,0.711,287,0.439,4,0,0.457,5.1,3.4,10.5,0.5,4.3,4.2,0.7,0.57
DeMar DeRozan,Tor,SG,21,82,34.6,71.7,23.3,0.098,402,0.813,1102,0.485,52,0.096,0.53,17.2,3.8,6.6,1.8,8.7,5.7,1.04,0.38
DeSagana Diop,Cha,C,28,16,11,22.3,10.6,0.276,11,0.364,24,0.333,0,0,0.347,1.3,2.5,13.7,0.4,5.8,4,0.25,0.94
Derrick Favors,Njn,PF,19,56,19.3,39.2,16.5,0.146,116,0.612,276,0.511,0,0,0.54,6.3,5.3,16.3,0.4,3.2,4.9,0.32,0.71
Derrick Favors,Uta,PF,19,22,19.4,39,20,0.113,57,0.561,140,0.529,0,0,0.545,8.2,5.2,16.2,0.8,7.1,6.7,0.5,1.23
Derek Fisher,Lal,PG,36,82,27.8,57.5,12.9,0.109,103,0.806,370,0.386,159,0.396,0.486,6.8,1.9,3.8,2.7,14.1,4.7,1.21,0.1
Dan Gadzuric,Gol,C,32,28,10.4,21.2,17.5,0.182,14,0.357,87,0.425,1,0,0.419,2.8,3.1,16.8,0.4,5.5,5.8,0.36,0.64
Dan Gadzuric,Njn,C,32,14,11.6,22.1,15.6,0.146,13,0.385,41,0.415,0,0,0.417,2.8,3.5,17.8,0.2,2.9,4.3,0.21,0.79
Danilo Gallinari,Den,SF,22,14,30.7,63.5,20.8,0.125,101,0.772,77,0.442,54,0.37,0.587,14.7,5.4,10.2,1.6,7.6,6.5,0.93,0.64
Danilo Gallinari,Nyk,SF,22,48,34.6,71.5,18.6,0.084,290,0.893,270,0.474,239,0.347,0.6,15.9,4.8,7.9,1.7,7.4,5.9,0.79,0.38
Daniel Gibson,Cle,SG,24,67,27.7,57.3,19.9,0.098,165,0.824,367,0.398,293,0.403,0.534,11.7,2.6,5.5,3,18.5,6.5,0.72,0.31
Drew Gooden,Mil,PF,29,35,24.4,49.9,24.8,0.102,102,0.794,342,0.447,20,0.15,0.487,11.3,6.8,16.3,1.3,10.5,7.6,0.6,0.51
Danny Granger,Ind,SF,27,79,34.8,72.1,26.9,0.123,466,0.848,852,0.444,407,0.386,0.554,20.5,5.4,8.6,2.6,13.1,7.6,1.13,0.78
Donte Greene,Sac,SF,22,69,16.1,33.3,18.4,0.126,65,0.662,232,0.478,154,0.292,0.482,5.8,2.1,7.5,0.7,6.6,5.1,0.52,0.29
Devin Harris,Njn,PG,27,54,31.7,64.5,24.5,0.175,307,0.84,502,0.452,110,0.3,0.543,15,2.4,4.5,7.6,41.5,8.2,1.06,0.11
Devin Harris,Uta,PG,27,17,29.9,59.3,26.4,0.168,95,0.811,131,0.443,70,0.357,0.552,15.8,2.4,4.8,5.4,29.9,7.9,0.76,0.12
Dwight Howard,Orl,C,25,78,37.4,77.4,27.4,0.162,916,0.596,1037,0.597,7,0,0.616,22.9,14.1,22,1.4,6.9,8.2,1.37,2.38
Damion James,Njn,SF,23,25,15.9,31.4,16.4,0.178,28,0.643,100,0.46,3,0,0.477,4.4,3.4,12.6,0.8,8.2,5.8,0.64,0.44
Dahntay Jones,Ind,SG,29,45,12.9,26.6,21.7,0.109,90,0.767,175,0.491,39,0.359,0.558,6.3,1.4,6.2,0.7,9.7,5.7,0.44,0.16
DeAndre Jordan,Lac,C,22,80,25.4,52.5,11.8,0.188,217,0.452,340,0.688,1,0,0.648,7.1,7.2,16.6,0.5,3.3,4.6,0.51,1.78
David Lee,Gol,PF,27,73,35.9,74.2,21.3,0.135,267,0.787,975,0.508,3,0.333,0.549,16.5,9.8,15.4,3.2,14,8.9,1.04,0.42
Dominik McGuire,Cha,SF,25,52,14.4,29.8,14,0.112,39,0.769,180,0.4,2,0,0.437,3.3,3.8,16.1,0.8,9.1,6,0.19,0.63
Darko Milicic,Min,C,25,69,24.3,50.2,19.9,0.194,115,0.557,578,0.469,0,0,0.482,8.8,5.2,11.9,1.5,9.8,6.7,0.78,2.04
Dirk Nowitzki,Dal,PF,32,73,34.1,71,28.4,0.091,443,0.892,1011,0.538,168,0.393,0.612,23,7,12.1,2.6,14.3,8.8,0.51,0.63
Derrick Rose,Chi,PG,22,81,37.1,76.8,32.4,0.131,555,0.858,1212,0.481,385,0.332,0.55,25,4.1,6.4,7.7,39,10,1.05,0.63
DeShawn Stevenson,Dal,SG,29,72,15.9,33.1,16.1,0.112,43,0.767,81,0.42,249,0.378,0.549,5.3,1.5,5.4,1.1,10.1,5.2,0.29,0.07
Dwyane Wade,Mia,SG,29,76,37,76.6,31.8,0.124,652,0.758,1178,0.534,206,0.306,0.581,25.5,6.4,10.2,4.6,23.7,9.8,1.47,1.14
Delonte West,Bos,SG,27,24,18.7,38.3,16.7,0.192,15,0.867,87,0.494,33,0.364,0.533,5.6,1.6,5.2,2.7,22.2,6.2,0.83,0.42
David West,Nor,PF,30,70,34.8,71.9,25.9,0.107,327,0.807,1031,0.51,9,0.222,0.558,18.9,7.6,13.2,2.3,12.8,7.9,0.96,0.89
D.J. White,Cha,PF,30,24,19.2,39.1,18.8,0.038,54,0.759,152,0.533,2,0,0.571,8.5,4.4,13.9,0.6,5.9,5.9,0.25,0.5
Damien Wilkins,Atl,SF,30,52,12.8,26.6,13,0.115,56,0.714,127,0.528,10,0.2,0.557,3.5,1.7,8.1,0.8,9.5,5.3,0.52,0.17
Deron Williams,Njn,PG,26,12,37.8,70.8,24.3,0.181,58,0.793,110,0.391,59,0.271,0.463,15,4.6,7.2,12.8,56.3,10.2,1.25,0.25
Deron Williams,Uta,PG,26,53,37.7,77.4,26.3,0.163,354,0.853,548,0.511,257,0.346,0.588,21.3,3.9,6.2,9.7,43.8,9.9,1.21,0.23
Dorell Wright,Gol,SF,25,82,38.2,79,19.4,0.096,228,0.789,630,0.462,516,0.376,0.539,16.4,5.3,7.8,3,11.7,6.7,1.5,0.77
Earl Barron,Pho,PF,29,12,15.1,28.2,17.6,0.155,20,0.6,51,0.235,0,0,0.301,3,3.3,12.8,0.3,3,3.8,0.5,0.33
Eric Bledsoe,Lac,PG,20,81,22.5,46.5,18.1,0.263,133,0.744,370,0.47,116,0.276,0.499,6.7,2.8,7.2,3.6,24.4,7.2,1.14,0.31
Earl Boykins,Mil,PG,34,57,14.9,30.7,24.2,0.118,82,0.841,281,0.459,71,0.38,0.526,7.2,1,3.8,2.5,31.5,7,0.67,0.05
Elton Brand,Phi,PF,31,81,34.5,70.9,19.8,0.084,273,0.78,980,0.512,1,0,0.553,15,8.3,13.9,1.5,7.1,6.6,1.14,1.32
Earl Clark,Orl,SF,22,33,11.7,23.9,20.3,0.154,37,0.595,122,0.459,5,0,0.468,4.1,2.5,12.7,0.2,2.6,4.3,0.21,0.45
Eric Dampier,Mia,C,35,51,15.8,32.6,8.2,0.228,44,0.545,88,0.591,1,0,0.591,2.5,3.5,13,0.4,3.9,3.8,0.27,0.92
Ed Davis,Tor,PF,21,65,24.4,50.6,13.5,0.101,128,0.555,373,0.576,0,0,0.583,7.7,7.1,17.2,0.6,3.8,5.2,0.6,1.02
Eric Gordon,Lac,SG,22,56,37.5,77.1,26.6,0.12,348,0.825,658,0.488,291,0.364,0.566,22.3,2.9,4.6,4.4,20.9,7,1.27,0.3
Eddie House,Mia,SG,32,56,17.3,35.7,17.8,0.079,40,0.95,147,0.408,175,0.389,0.533,6.5,1.6,5.6,1.1,10.1,5.2,0.57,0.05
Ersan Ilyasova,Mil,PF,23,60,24.9,51.4,19.3,0.102,104,0.894,386,0.479,121,0.298,0.516,9.5,6.1,14.2,0.9,6.7,6,0.85,0.4
Pooh Jeter,Sac,PG,26,62,13.6,28.1,16.8,0.155,41,0.902,229,0.437,30,0.2,0.46,4.1,1.1,4.7,2.6,28.9,6.7,0.47,0.03
Eric Maynor,Okc,PG,23,82,14.4,29.6,16.7,0.177,59,0.729,237,0.409,96,0.385,0.485,4.2,1.5,6,2.9,30.8,7.3,0.43,0.07
Eduardo Najera,Cha,PF,34,31,11.8,24.2,11.5,0.145,11,0.545,38,0.395,34,0.324,0.449,2.2,1.5,7.4,0.6,8.4,4.3,0.35,0.19
Emeka Okafor,Nor,C,28,72,31.4,64.8,16,0.157,258,0.562,523,0.574,1,0,0.584,10.3,9.5,18.4,0.6,3.1,5,0.56,1.78
Evan Turner,Phi,SG,22,78,22.9,47,17.2,0.12,125,0.808,485,0.435,44,0.318,0.484,7.2,3.9,9.9,2,13.6,6.7,0.63,0.18
Ekpe Udoh,Gol,PF,23,58,17.6,36.2,12.9,0.161,64,0.656,222,0.437,0,0,0.472,4.1,3.1,10.1,0.7,5.6,4.7,0.38,1.48
Earl Watson,Uta,PG,31,80,19.2,39.6,13.7,0.253,82,0.671,200,0.45,107,0.336,0.5,4.3,2.3,7.2,3.5,26.3,6.8,0.76,0.21
Francisco Garcia,Sac,SG,30,58,23.7,48.8,17.4,0.081,76,0.855,251,0.502,224,0.362,0.551,9.7,2.3,5.5,1.2,8.1,5,0.88,0.84
Gilbert Arenas,Orl,PG,28,49,21.6,44.5,23.9,0.193,86,0.744,222,0.401,182,0.275,0.444,8,2.4,6.5,3.2,24.1,7.3,0.9,0.18
Gilbert Arenas,Was,PG,28,21,34.4,68.3,26.3,0.165,67,0.836,185,0.449,145,0.324,0.505,17.3,3.3,5.5,5.6,27.7,8,1.38,0.57
Glen Davis,Bos,PF,25,78,29.3,60.6,21.1,0.085,265,0.736,786,0.454,15,0.133,0.499,11.7,5.5,11.5,1.2,6.7,5.8,1.01,0.4
Goran Dragic,Hou,PG,24,22,17,34.1,19.1,0.13,36,0.667,71,0.437,54,0.519,0.604,7.7,2.5,8.5,2.5,23,8.6,0.64,0.18
Goran Dragic,Pho,PG,24,48,17.6,35.7,24.2,0.211,97,0.608,215,0.488,101,0.277,0.492,7.4,1.8,5.9,3.1,27.2,7.9,0.75,0.13
Gary Forbes,Den,SF,25,63,12.3,25.7,20.5,0.129,87,0.678,215,0.488,58,0.328,0.524,5.2,1.8,8.6,0.8,9.7,6.4,0.37,0.1
Gordon Hayward,Uta,SF,20,72,16.5,33.9,15.7,0.173,97,0.711,219,0.489,74,0.473,0.578,5.4,1.9,7.1,1.1,10.5,5.4,0.42,0.26
Gerald Henderson,Cha,SG,23,68,24.2,50.1,20.1,0.091,163,0.785,534,0.472,36,0.194,0.509,9.6,3,7.6,1.5,10.8,5.8,0.74,0.5
Grant Hill,Pho,SF,38,79,29.9,61.2,20.4,0.124,258,0.829,704,0.504,117,0.385,0.567,13.4,4.2,8,2.5,13.4,7,0.77,0.42
George Hill,San,PG,24,77,28.2,58.3,18.2,0.118,269,0.862,436,0.479,201,0.383,0.583,11.4,2.7,5.6,2.5,13.3,6,0.9,0.3
Greg Monroe,Det,PF,20,80,27.6,56.9,15.5,0.111,233,0.622,548,0.551,1,0,0.575,9.4,7.5,16.6,1.3,7.6,6.5,1.15,0.56
Gary Neal,San,PG,26,80,20.9,43.2,20.8,0.103,104,0.808,324,0.481,308,0.419,0.578,9.8,2.5,6.9,1.2,9.3,5.9,0.34,0.05
Garrett Temple,Cha,SG,24,12,10.4,20.7,25.2,0.299,11,0.636,16,0.313,26,0.269,0.406,3.2,1.3,7.3,2,30.6,7.8,0.75,0.33
Greivis Vasquez,Mem,SG,23,70,12.1,24.9,17.2,0.217,44,0.773,147,0.476,86,0.291,0.493,3.6,1.1,5.2,2.2,25.7,6.8,0.31,0.06
Gerald Wallace,Cha,SF,28,48,38.8,79.9,20.4,0.124,284,0.739,476,0.456,106,0.33,0.53,15.6,8.2,12.8,2.4,10.6,7,1.23,1
Gerald Wallace,Por,SF,28,23,35.5,72.3,20.7,0.144,90,0.767,189,0.566,80,0.338,0.59,15.8,7.7,13.2,2.5,12,7.6,2,0.65
Hedo Turkoglu,Orl,SF,31,56,33.9,69.9,16.7,0.148,120,0.667,316,0.478,213,0.404,0.55,11.4,4.6,7.8,5.1,24.2,7.6,0.96,0.36
Hedo Turkoglu,Pho,SF,31,25,25,49.5,17.3,0.129,36,0.722,96,0.458,97,0.423,0.567,9.5,4,9.2,2.3,13.9,7.1,0.72,0.56
Hakim Warrick,Pho,PF,28,80,17.5,35.9,21.1,0.121,294,0.721,435,0.522,11,0.091,0.581,8.4,3.7,12.2,0.9,7.7,6.9,0.4,0.11
Ike Diogu,Lac,PF,27,36,12.9,26.3,19,0.112,62,0.661,148,0.561,0,0,0.59,5.8,3.2,14.5,0.1,0.7,3.8,0.08,0.08
Ishmael Smith,Hou,PG,22,28,11.5,23.3,15.6,0.229,10,0.7,75,0.387,8,0.375,0.423,2.6,1.5,7.4,2.3,28.5,7.2,0.46,0.07
James Anderson,San,SG,21,26,10.9,22.3,16.6,0.128,18,0.778,35,0.371,46,0.391,0.529,3.6,0.9,4.7,0.7,9.3,4.8,0.12,0.23
Joel Anthony,Mia,C,28,75,19.3,40,5.4,0.215,73,0.644,99,0.535,0,0,0.583,2,3.6,10.9,0.3,2.3,2.7,0.13,1.24
Jose Barea,Dal,PG,26,81,20.4,42.5,24.2,0.159,157,0.847,461,0.475,189,0.349,0.535,9.5,2,5.6,3.9,31.6,8.2,0.37,0.02
Jerryd Bayless,Nor,PG,22,11,13.3,26.2,24,0.231,17,0.765,35,0.4,14,0.214,0.443,4.5,1.4,6.2,2.5,30.6,7.5,0.18,0.09
Jerryd Bayless,Tor,PG,22,60,22.3,46,22.2,0.166,189,0.81,336,0.461,132,0.348,0.545,10,2.5,6.7,4,27.7,8.3,0.6,0.07
Jon Brockman,Mil,PF,24,63,10.5,21.7,10.1,0.167,59,0.678,94,0.511,0,0,0.567,2.2,2.9,16.1,0.3,4.3,4.7,0.22,0.05
Jose Calderon,Tor,PG,29,68,30.7,63.6,16.9,0.188,103,0.854,440,0.466,156,0.365,0.522,9.8,3,5.7,8.9,43.3,8.3,1.19,0.1
Josh Childress,Pho,SG,27,54,16.3,33.2,14.5,0.155,59,0.492,198,0.606,16,0.063,0.567,5,2.9,10.1,0.8,7.1,5.6,0.61,0.43
Jason Collins,Atl,C,31,49,11.9,24.7,9.4,0.226,41,0.659,70,0.471,1,1,0.539,2,2.1,10.5,0.4,5.4,4,0.18,0.18
Jamal Crawford,Atl,SG,30,76,30,62.4,23.6,0.128,260,0.854,525,0.474,350,0.343,0.546,14.2,1.7,3.4,3.2,17.9,5.7,0.75,0.18
Jordan Crawford,Was,SG,22,26,33.1,66.4,26.9,0.129,78,0.885,322,0.438,101,0.238,0.462,16.3,3,5.1,3.9,20.7,7,1.38,0.12
